year,geography_type,geography_id,geography_name,taz_id,CO_TAZID,CO_FIPS,CO_NAME,CITY_FIPS,CITY_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,HH + Job Intensity,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
2033,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,12710.0,32908.0,2.589,16400.0,3315.0,4506.0,8579.0,20374.0,43252.0,2131.0,1184.0,3081.0,1425.0,944.0,2426.0,1550.0,3659.0,958.0,62.0,2178.0,776.0
2034,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,12959.0,33247.0,2.566,16607.0,3382.0,4514.0,8711.0,20628.0,43954.2,2155.0,1227.0,3100.0,1414.0,956.0,2438.0,1571.0,3746.0,956.0,65.0,2206.0,794.0
2035,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,13183.0,33527.0,2.543,16505.0,3329.0,4508.0,8668.0,20555.0,44284.4,2150.0,1179.0,3120.0,1388.0,966.0,2445.0,1578.0,3679.0,959.0,66.0,2223.0,802.0
2036,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,13430.0,33817.0,2.518,16627.0,3345.0,4525.0,8757.0,20717.0,44891.0,2160.0,1185.0,3157.0,1368.0,976.0,2466.0,1596.0,3719.0,964.0,66.0,2244.0,816.0
2037,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,13655.0,34187.0,2.504,16748.0,3369.0,4546.0,8833.0,20858.0,45437.0,2176.0,1193.0,3193.0,1353.0,985.0,2480.0,1611.0,3757.0,966.0,65.0,2249.0,830.0
2038,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,13914.0,34514.0,2.481,16894.0,3393.0,4571.0,8930.0,21022.0,46067.2,2196.0,1197.0,3227.0,1344.0,993.0,2498.0,1630.0,3809.0,966.0,66.0,2250.0,846.0
2039,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,14149.0,34855.0,2.463,17043.0,3421.0,4594.0,9028.0,21189.0,46657.2,2218.0,1203.0,3258.0,1336.0,1001.0,2519.0,1647.0,3861.0,967.0,66.0,2252.0,861.0
2040,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,14407.0,35269.0,2.448,17185.0,3450.0,4612.0,9123.0,21347.0,47279.6,2241.0,1209.0,3285.0,1327.0,1009.0,2541.0,1665.0,3908.0,968.0,66.0,2250.0,878.0
2041,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,14637.0,35615.0,2.433,17310.0,3474.0,4628.0,9208.0,21483.0,47829.6,2260.0,1214.0,3308.0,1320.0,1014.0,2561.0,1682.0,3951.0,970.0,67.0,2244.0,892.0
2042,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,14892.0,35962.0,2.415,17443.0,3502.0,4645.0,9296.0,21632.0,48437.6,2282.0,1220.0,3329.0,1316.0,1025.0,2580.0,1696.0,3995.0,970.0,68.0,2242.0,909.0
2043,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,15115.0,36380.0,2.407,17554.0,3528.0,4653.0,9373.0,21758.0,48965.0,2304.0,1224.0,3344.0,1309.0,1034.0,2601.0,1706.0,4032.0,970.0,69.0,2240.0,925.0
2044,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,15370.0,36734.0,2.39,17660.0,3544.0,4662.0,9454.0,21874.0,49540.0,2318.0,1226.0,3358.0,1304.0,1045.0,2620.0,1718.0,4071.0,970.0,69.0,2236.0,939.0
2045,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,15599.0,37172.0,2.383,17779.0,3569.0,4680.0,9530.0,22015.0,50093.2,2340.0,1229.0,3380.0,1300.0,1054.0,2640.0,1731.0,4105.0,971.0,69.0,2242.0,954.0
2046,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,15862.0,37547.0,2.367,17898.0,3593.0,4696.0,9609.0,22170.0,50721.6,2361.0,1232.0,3402.0,1294.0,1069.0,2660.0,1742.0,4138.0,970.0,70.0,2263.0,969.0
2047,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,16131.0,38005.0,2.356,18005.0,3609.0,4711.0,9685.0,22330.0,51365.8,2377.0,1232.0,3423.0,1288.0,1085.0,2680.0,1755.0,4165.0,970.0,70.0,2296.0,989.0
2048,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,16372.0,38397.0,2.345,18113.0,3633.0,4729.0,9751.0,22493.0,51962.6,2398.0,1235.0,3446.0,1283.0,1101.0,2697.0,1765.0,4188.0,971.0,71.0,2336.0,1002.0
2049,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,16645.0,38866.0,2.335,18220.0,3652.0,4747.0,9821.0,22671.0,52632.0,2416.0,1236.0,3470.0,1277.0,1118.0,2718.0,1775.0,4210.0,971.0,73.0,2386.0,1021.0
2050,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,16889.0,39257.0,2.324,18322.0,3669.0,4765.0,9888.0,22845.0,53245.2,2432.0,1237.0,3494.0,1271.0,1133.0,2739.0,1784.0,4232.0,971.0,74.0,2439.0,1039.0
2051,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,17163.0,39712.0,2.314,18389.0,3689.0,4785.0,9915.0,22972.0,53865.4,2451.0,1238.0,3520.0,1265.0,1146.0,2746.0,1786.0,4237.0,968.0,74.0,2487.0,1054.0
2052,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,17431.0,40078.0,2.299,18472.0,3703.0,4802.0,9967.0,23129.0,54504.8,2465.0,1238.0,3543.0,1259.0,1155.0,2764.0,1793.0,4255.0,968.0,75.0,2543.0,1071.0
2053,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,17667.0,40509.0,2.293,18549.0,3714.0,4814.0,10021.0,23279.0,55079.6,2477.0,1237.0,3561.0,1253.0,1161.0,2782.0,1801.0,4277.0,968.0,76.0,2599.0,1087.0
2054,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,17933.0,40856.0,2.278,18613.0,3730.0,4823.0,10060.0,23418.0,55697.4,2493.0,1237.0,3575.0,1248.0,1166.0,2798.0,1805.0,4291.0,967.0,77.0,2656.0,1105.0
2055,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,18201.0,41278.0,2.268,18643.0,3739.0,4829.0,10075.0,23508.0,56269.8,2504.0,1235.0,3586.0,1243.0,1169.0,2808.0,1803.0,4295.0,962.0,77.0,2706.0,1120.0
2056,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,18437.0,41614.0,2.257,18697.0,3742.0,4832.0,10123.0,23621.0,56807.6,2510.0,1232.0,3594.0,1238.0,1172.0,2826.0,1811.0,4314.0,962.0,78.0,2749.0,1135.0
2057,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,18708.0,42028.0,2.247,18742.0,3739.0,4836.0,10167.0,23710.0,57384.4,2513.0,1226.0,3603.0,1233.0,1177.0,2841.0,1818.0,4331.0,962.0,77.0,2779.0,1150.0
2058,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,18946.0,42354.0,2.236,18766.0,3738.0,4844.0,10184.0,23757.0,57859.8,2517.0,1221.0,3615.0,1229.0,1182.0,2848.0,1819.0,4335.0,959.0,75.0,2798.0,1159.0
2059,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,19219.0,42762.0,2.225,18801.0,3738.0,4848.0,10215.0,23827.0,58421.2,2522.0,1216.0,3625.0,1223.0,1184.0,2861.0,1824.0,4346.0,958.0,75.0,2818.0,1175.0
2060,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,19494.0,43168.0,2.214,18850.0,3736.0,4854.0,10260.0,23907.0,58996.2,2525.0,1211.0,3636.0,1218.0,1188.0,2877.0,1832.0,4363.0,956.0,74.0,2838.0,1189.0
2061,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,19771.0,43491.0,2.2,18865.0,3735.0,4861.0,10269.0,23944.0,59531.8,2530.0,1205.0,3647.0,1214.0,1192.0,2880.0,1833.0,4364.0,952.0,74.0,2852.0,1201.0
2062,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,20011.0,43897.0,2.194,18913.0,3734.0,4866.0,10313.0,24032.0,60051.8,2533.0,1201.0,3658.0,1208.0,1195.0,2895.0,1840.0,4383.0,952.0,74.0,2876.0,1217.0
2063,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,20287.0,44218.0,2.18,18965.0,3734.0,4875.0,10356.0,24116.0,60632.6,2537.0,1197.0,3672.0,1203.0,1198.0,2910.0,1846.0,4402.0,951.0,73.0,2896.0,1231.0
2064,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,20565.0,44625.0,2.17,18993.0,3737.0,4883.0,10373.0,24164.0,61181.0,2542.0,1195.0,3684.0,1199.0,1202.0,2916.0,1848.0,4407.0,948.0,73.0,2908.0,1242.0
2065,large_district,1,Box Elder - WFRC,,,,,,,1,Box Elder - WFRC,,,,,20800.0,44946.0,2.161,19043.0,3737.0,4892.0,10414.0,24248.0,61688.0,2546.0,1191.0,3698.0,1194.0,1204.0,2929.0,1854.0,4427.0,947.0,72.0,2927.0,1259.0
2023,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,21.0,62.727,2.987,0.0,0.0,0.0,0.0,6.875,44.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.874,1.001
2024,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,23.0,69.257,3.011,0.0,0.0,0.0,0.0,32.425999999999995,73.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.425,1.0
2025,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,23.0,68.49,2.978,0.0,0.0,0.0,0.0,1.792,43.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791,1.0
2026,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,23.0,67.70100000000001,2.944,0.0,0.0,0.0,0.0,1.8079999999999998,43.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.808,1.0
2027,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,23.0,66.912,2.909,0.0,0.0,0.0,0.0,1.795,43.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,1.0
2028,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,27.0,79.227,2.934,0.0,0.0,0.0,0.0,1.9949999999999999,50.595000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995,1.0
2029,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,40.0,110.09299999999999,2.752,0.0,0.0,0.0,0.0,17.077,89.07699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.411,1.666
2030,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,42.0,113.526,2.703,0.0,0.0,0.0,0.0,3.133,78.73299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.466,1.666
2031,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,45.667,121.765,2.666,0.0,0.0,0.0,0.0,10.593,92.79399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.593,1.999
2032,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,56.0,141.672,2.53,0.0,0.0,0.0,0.0,11.194,111.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,2.334
2033,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,68.667,167.01100000000002,2.432,0.0,0.0,0.0,0.0,25.945,149.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.276,2.668
2034,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,71.333,170.445,2.389,0.0,0.0,0.0,0.0,5.7330000000000005,134.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4019999999999997,3.332
2035,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,72.333,170.622,2.359,0.0,0.0,0.0,0.0,5.741,135.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.404,3.337
2036,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,73.0,170.57000000000002,2.337,0.0,0.0,0.0,0.0,5.813,137.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.477,3.336
2037,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,73.0,169.392,2.32,0.0,0.0,0.0,0.0,5.7540000000000004,137.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.419,3.336
2038,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,83.667,193.326,2.311,0.0,0.0,0.0,0.0,29.769000000000002,180.36999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.098000000000003,3.67
2039,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,85.667,198.056,2.312,0.0,0.0,0.0,0.0,6.705,160.90599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.709,3.996
2040,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,86.667,199.028,2.296,0.0,0.0,0.0,0.0,6.699,162.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6990000000000003,4.0
2041,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,86.667,198.03300000000002,2.285,0.0,0.0,0.0,0.0,6.638,162.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6399999999999997,3.997
2042,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.0,197.704,2.272,0.0,0.0,0.0,0.0,6.662,163.26199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.662,4.001
2043,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,197.444,2.261,0.0,0.0,0.0,0.0,6.622,163.82100000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6209999999999996,4.001
2044,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,196.693,2.252,0.0,0.0,0.0,0.0,6.564,163.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.563,4.001
2045,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,196.00699999999998,2.244,0.0,0.0,0.0,0.0,6.587,163.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.586,4.001
2046,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,195.36200000000002,2.237,0.0,0.0,0.0,0.0,6.535,163.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5349999999999997,4.001
2047,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,194.742,2.23,0.0,0.0,0.0,0.0,7.276,164.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.275,4.001
2048,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,194.142,2.223,0.0,0.0,0.0,0.0,7.525,164.72400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5220000000000002,4.003
2049,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,193.57399999999998,2.217,0.0,0.0,0.0,0.0,7.699999999999999,164.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701,3.999
2050,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,192.96900000000002,2.21,0.0,0.0,0.0,0.0,6.1530000000000005,163.35199999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.153,4.0
2051,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,192.364,2.203,0.0,0.0,0.0,0.0,7.4510000000000005,164.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.452,3.999
2052,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,191.76,2.196,0.0,0.0,0.0,0.0,7.581,164.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5789999999999997,4.002
2053,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,191.11200000000002,2.188,0.0,0.0,0.0,0.0,7.873999999999999,165.07299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,4.004
2054,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,190.46099999999998,2.181,0.0,0.0,0.0,0.0,7.796,164.99499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.794,4.002
2055,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,191.056,2.188,0.0,0.0,0.0,0.0,7.678999999999999,164.87800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.679,4.0
2056,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,192.323,2.202,0.0,0.0,0.0,0.0,7.919,165.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.917,4.002
2057,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,193.328,2.214,0.0,0.0,0.0,0.0,7.776,164.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.778,3.997
2058,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,194.60799999999998,2.228,0.0,0.0,0.0,0.0,7.96,165.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.959,4.002
2059,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,195.983,2.244,0.0,0.0,0.0,0.0,7.911,165.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.908,4.003
2060,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,197.394,2.26,0.0,0.0,0.0,0.0,8.022,165.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0200000000000005,4.002
2061,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,198.871,2.277,0.0,0.0,0.0,0.0,8.01,165.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.013,3.996
2062,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,200.166,2.292,0.0,0.0,0.0,0.0,7.947,165.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9459999999999997,4.0
2063,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,201.14899999999997,2.303,0.0,0.0,0.0,0.0,7.861,165.05999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8600000000000003,4.001
2064,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,202.606,2.32,0.0,0.0,0.0,0.0,8.011,165.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.009,4.001
2065,large_district,10,DA - East Mountains,,,,,,,10,DA - East Mountains,,,,,87.333,204.053,2.336,0.0,0.0,0.0,0.0,8.004,165.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.003,4.001
2023,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,17749.333,60062.985,3.384,46307.0,3159.0,25076.0,18072.0,51752.172,83700.971,1821.0,1338.0,11527.0,13549.0,3128.0,4874.0,298.0,9772.0,255.608,1.722,4047.9320000000002,1139.909
2024,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,17876.665,59866.103,3.349,47276.665,3218.997,25254.670000000002,18802.998,50886.219,83064.21399999999,1851.999,1367.0,11499.002,13755.669,3149.333,5235.332,388.999,10029.330999999998,261.85,1.764,2228.107,1117.829
2025,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,18056.333,59781.332,3.311,48297.667,3271.998,25751.999,19273.664,52944.391,85445.79000000001,1887.6680000000001,1384.33,11874.998,13877.000999999998,3188.669,5386.0,516.667,10182.334,261.855,1.742,3152.344,1230.785
2026,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,18197.667,59520.519,3.271,48427.667,3290.999,25821.0,19315.670000000002,52754.687,85510.488,1889.9979999999998,1400.9979999999998,11871.332,13949.668,3174.335,5189.999,608.332,10342.999,262.952,1.779,2820.493,1241.791
2027,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,18307.999,59172.574,3.232,49291.337,3380.667,25971.002,19939.670000000002,54146.659999999996,87101.057,1955.999,1424.666,11871.999,14099.001,3193.333,5330.9980000000005,741.9970000000001,10673.333,263.992,1.804,3330.557,1258.975
2028,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,18421.998,58826.282,3.193,49771.666,3382.667,25991.669,20397.333000000002,54498.91,87658.504,1967.998,1414.664,11873.0,14118.666000000001,3274.6639999999998,5434.665,806.9970000000001,10881.001,274.195,1.717,3179.219,1272.116
2029,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,18543.667,58536.373999999996,3.157,50352.335,3408.666,26040.001,20903.667,55187.663,88566.264,1993.665,1414.998,11877.666000000001,14162.332,3390.0009999999997,5516.334,867.994,11129.331,274.617,1.61,3270.424,1288.678
2030,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,18726.999,58494.742,3.124,50947.669,3437.666,26077.334,21432.665999999997,55925.238,89633.835,2038.999,1398.665,11903.998,14173.332999999999,3511.335,5596.666,993.0,11331.667,270.939,1.576,3393.8070000000002,1311.242
2031,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,18908.665,58449.294,3.091,51464.997,3498.334,26201.666,21765.0,56588.123,90623.718,2110.332,1388.001,12007.666,14194.002,3597.334,5615.331,1051.328,11501.001,274.235,1.579,3517.535,1329.77
2032,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,19179.998,58706.215,3.061,52048.333,3538.999,26305.665,22203.670000000002,57321.663,91845.65699999999,2181.0,1358.001,12089.664999999999,14216.001,3693.335,5636.331,1115.998,11757.999999999998,275.408,1.651,3637.584,1358.691
2033,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,19413.667,58840.465,3.031,52789.001,3609.335,26456.665,22723.001999999997,57919.361,92863.962,2255.001,1354.334,12227.331,14229.332,3818.333,5660.331,1170.331,12074.0,284.056,1.728,3454.1,1390.4759999999999
2034,large_district,11,SL Northwest,,,,,,,11,SL Northwest,,,,,19626.001,58948.337,3.004,53906.333,3724.665,26864.667,23317.0,59221.938,94548.741,2304.002,1420.6689999999999,12591.664,14273.0,3920.665,5700.666,1246.665,12448.998000000001,292.139,1.796,3593.56,1428.109
