year,geography_type,geography_id,geography_name,taz_id,CO_TAZID,CO_FIPS,CO_NAME,CITY_FIPS,CITY_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,HH + Job Intensity,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
2023,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,437.0,1402.0,3.208,607.0,32.0,500.0,75.0,932.0,1718.6,32.0,0.0,106.0,394.0,36.0,0.0,2.0,37.0,262.0,0.0,40.0,23.0
2024,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,443.0,1410.0,3.183,606.0,34.0,499.0,73.0,933.0,1730.4,34.0,0.0,99.0,400.0,37.0,0.0,2.0,34.0,260.0,0.0,44.0,23.0
2025,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,451.0,1422.0,3.153,625.0,34.0,517.0,74.0,955.0,1766.8000000000002,34.0,0.0,101.0,416.0,38.0,0.0,2.0,34.0,260.0,0.0,46.0,24.0
2026,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,458.0,1433.0,3.129,640.0,34.0,531.0,75.0,973.0,1797.4,34.0,0.0,102.0,429.0,37.0,0.0,2.0,36.0,260.0,0.0,49.0,24.0
2027,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,469.0,1444.0,3.079,651.0,34.0,541.0,76.0,985.0,1829.2,34.0,0.0,103.0,438.0,37.0,0.0,2.0,37.0,260.0,0.0,50.0,24.0
2028,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,476.0,1454.0,3.055,661.0,34.0,551.0,76.0,997.0,1853.8,34.0,0.0,103.0,448.0,37.0,0.0,2.0,37.0,259.0,0.0,53.0,24.0
2029,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,485.0,1466.0,3.023,672.0,34.0,562.0,76.0,1009.0,1882.0,34.0,0.0,105.0,457.0,37.0,0.0,2.0,37.0,258.0,0.0,53.0,26.0
2030,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,496.0,1475.0,2.974,684.0,35.0,572.0,77.0,1022.0,1914.8000000000002,35.0,0.0,107.0,465.0,37.0,0.0,2.0,38.0,258.0,0.0,54.0,26.0
2031,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,504.0,1490.0,2.956,695.0,36.0,582.0,77.0,1034.0,1941.1999999999998,36.0,0.0,110.0,472.0,37.0,0.0,2.0,38.0,256.0,0.0,55.0,28.0
2032,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,513.0,1503.0,2.93,703.0,36.0,590.0,77.0,1043.0,1966.4,36.0,0.0,111.0,479.0,37.0,0.0,2.0,38.0,256.0,0.0,56.0,28.0
2033,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,521.0,1513.0,2.904,712.0,36.0,597.0,79.0,1055.0,1992.8,36.0,0.0,112.0,485.0,38.0,0.0,2.0,39.0,257.0,0.0,57.0,29.0
2034,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,532.0,1531.0,2.878,710.0,36.0,595.0,79.0,1052.0,2009.6,36.0,0.0,113.0,482.0,38.0,0.0,2.0,39.0,256.0,0.0,57.0,29.0
2035,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,542.0,1543.0,2.847,702.0,36.0,586.0,80.0,1045.0,2020.6,36.0,0.0,114.0,472.0,39.0,0.0,2.0,39.0,257.0,0.0,57.0,29.0
2036,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,551.0,1556.0,2.824,695.0,36.0,579.0,80.0,1039.0,2030.8000000000002,36.0,0.0,115.0,464.0,39.0,0.0,2.0,39.0,258.0,0.0,57.0,29.0
2037,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,563.0,1572.0,2.792,694.0,36.0,576.0,82.0,1040.0,2053.4,36.0,0.0,117.0,459.0,40.0,0.0,2.0,40.0,259.0,0.0,57.0,30.0
2038,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,572.0,1588.0,2.776,693.0,36.0,575.0,82.0,1039.0,2068.6,36.0,0.0,118.0,457.0,40.0,0.0,2.0,40.0,259.0,0.0,57.0,30.0
2039,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,580.0,1605.0,2.767,694.0,38.0,573.0,83.0,1041.0,2085.0,38.0,0.0,119.0,454.0,40.0,0.0,2.0,41.0,260.0,0.0,57.0,30.0
2040,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,593.0,1623.0,2.737,694.0,38.0,572.0,84.0,1042.0,2109.3999999999996,38.0,0.0,120.0,452.0,41.0,0.0,2.0,41.0,260.0,0.0,57.0,31.0
2041,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,601.0,1638.0,2.725,691.0,38.0,568.0,85.0,1039.0,2120.8,38.0,0.0,120.0,448.0,41.0,0.0,2.0,42.0,260.0,0.0,57.0,31.0
2042,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,612.0,1655.0,2.704,694.0,38.0,570.0,86.0,1045.0,2146.6,38.0,0.0,122.0,448.0,41.0,0.0,2.0,43.0,260.0,0.0,57.0,34.0
2043,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,621.0,1675.0,2.697,691.0,38.0,566.0,87.0,1042.0,2159.8,38.0,0.0,122.0,444.0,42.0,0.0,2.0,43.0,260.0,0.0,57.0,34.0
2044,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,632.0,1689.0,2.672,692.0,39.0,566.0,87.0,1043.0,2180.6,39.0,0.0,123.0,443.0,42.0,0.0,2.0,43.0,260.0,0.0,57.0,34.0
2045,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,640.0,1711.0,2.673,693.0,39.0,565.0,89.0,1045.0,2197.0,39.0,0.0,124.0,441.0,43.0,0.0,2.0,44.0,261.0,0.0,57.0,34.0
2046,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,651.0,1727.0,2.653,694.0,40.0,565.0,89.0,1046.0,2217.7999999999997,40.0,0.0,125.0,440.0,43.0,0.0,2.0,44.0,260.0,0.0,57.0,35.0
2047,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,663.0,1749.0,2.638,692.0,40.0,562.0,90.0,1045.0,2238.4,40.0,0.0,125.0,437.0,44.0,0.0,2.0,44.0,260.0,0.0,58.0,35.0
2048,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,673.0,1765.0,2.623,692.0,40.0,562.0,90.0,1047.0,2258.4,40.0,0.0,126.0,436.0,44.0,0.0,2.0,44.0,261.0,0.0,59.0,35.0
2049,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,683.0,1788.0,2.618,692.0,40.0,561.0,91.0,1049.0,2278.4,40.0,0.0,127.0,434.0,45.0,0.0,2.0,44.0,261.0,0.0,60.0,36.0
2050,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,694.0,1808.0,2.605,692.0,40.0,560.0,92.0,1051.0,2300.2,40.0,0.0,128.0,432.0,46.0,0.0,2.0,44.0,261.0,0.0,62.0,36.0
2051,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,705.0,1829.0,2.594,692.0,41.0,558.0,93.0,1051.0,2320.0,41.0,0.0,129.0,429.0,46.0,0.0,2.0,45.0,260.0,0.0,63.0,36.0
2052,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,715.0,1846.0,2.582,691.0,41.0,557.0,93.0,1051.0,2338.0,41.0,0.0,129.0,428.0,46.0,0.0,2.0,45.0,260.0,0.0,64.0,36.0
2053,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,727.0,1865.0,2.565,691.0,41.0,555.0,95.0,1056.0,2364.6,41.0,0.0,130.0,425.0,47.0,0.0,2.0,46.0,260.0,0.0,66.0,39.0
2054,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,736.0,1881.0,2.556,691.0,42.0,554.0,95.0,1059.0,2383.8,42.0,0.0,131.0,423.0,47.0,0.0,2.0,46.0,260.0,0.0,68.0,40.0
2055,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,747.0,1901.0,2.545,690.0,42.0,554.0,94.0,1057.0,2401.6,42.0,0.0,131.0,423.0,47.0,0.0,2.0,45.0,258.0,0.0,69.0,40.0
2056,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,758.0,1916.0,2.528,688.0,42.0,551.0,95.0,1060.0,2424.4,42.0,0.0,131.0,420.0,47.0,0.0,2.0,46.0,258.0,0.0,72.0,42.0
2057,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,768.0,1935.0,2.52,688.0,42.0,551.0,95.0,1060.0,2442.4,42.0,0.0,132.0,419.0,47.0,0.0,2.0,46.0,258.0,0.0,69.0,45.0
2058,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,778.0,1950.0,2.506,688.0,42.0,550.0,96.0,1062.0,2462.4,42.0,0.0,132.0,418.0,48.0,0.0,2.0,46.0,257.0,0.0,72.0,45.0
2059,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,791.0,1968.0,2.488,686.0,42.0,548.0,96.0,1061.0,2484.8,42.0,0.0,132.0,416.0,48.0,0.0,2.0,46.0,257.0,0.0,73.0,45.0
2060,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,803.0,1988.0,2.476,684.0,42.0,546.0,96.0,1058.0,2503.4,42.0,0.0,133.0,413.0,48.0,0.0,2.0,46.0,256.0,0.0,73.0,45.0
2061,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,816.0,2002.0,2.453,684.0,42.0,546.0,96.0,1058.0,2526.8,42.0,0.0,133.0,413.0,48.0,0.0,2.0,46.0,255.0,0.0,74.0,45.0
2062,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,820.0,2020.0,2.463,683.0,42.0,545.0,96.0,1056.0,2532.0,42.0,0.0,134.0,411.0,48.0,0.0,2.0,46.0,255.0,0.0,74.0,44.0
2063,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,834.0,2035.0,2.44,682.0,43.0,543.0,96.0,1058.0,2559.2,43.0,0.0,134.0,409.0,48.0,0.0,2.0,46.0,254.0,0.0,76.0,46.0
2064,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,845.0,2055.0,2.432,680.0,42.0,542.0,96.0,1052.0,2573.0,42.0,0.0,134.0,408.0,48.0,0.0,2.0,46.0,254.0,0.0,76.0,42.0
2065,medium_district,1,North of Brigham City,,,,,,,,,1,North of Brigham City,,,856.0,2069.0,2.417,679.0,42.0,540.0,97.0,1055.0,2595.8,42.0,0.0,135.0,405.0,48.0,0.0,2.0,47.0,253.0,0.0,77.0,46.0
2023,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,25517.332,73314.179,2.873,30640.665999999997,5751.333,9793.333,15096.0,34380.017,80311.213,3420.333,2331.0,6424.3330000000005,3369.0,1545.0,4259.0,1736.0,7556.0,150.478,0.0,2587.096,1001.774
2024,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,25621.665,73109.804,2.853,31136.003,5750.666,10028.331,15356.997,34077.957,80196.952,3350.666,2400.0,6573.0,3455.332,1422.0,4486.665,1754.999,7693.327,149.915,0.0,1798.856,993.188
2025,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,25884.667,73255.565,2.83,31383.666,5750.3330000000005,10100.335,15533.001,35108.169,81700.57,3353.666,2396.668,6579.999,3520.331,1423.333,4532.995,1819.669,7757.0,149.252,0.0,2483.5389999999998,1091.72
2026,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,26161.998,73422.473,2.806,31538.0,5738.333,10124.668,15674.996000000001,35129.946,82221.54,3337.999,2400.334,6586.667,3537.9990000000003,1408.999,4563.663,1869.663,7832.665,149.256,0.0,2332.897,1109.801
2027,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,26414.998,73464.431,2.781,31599.333,5725.3330000000005,10148.333,15725.669,35610.648,83157.64199999999,3326.0,2399.334,6591.668,3556.665,1390.001,4569.665,1908.665,7857.333,148.613,0.0,2736.073,1126.633
2028,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,26550.666,73168.421,2.756,31733.67,5719.001,10159.333,15855.336,35931.126,83722.324,3324.667,2394.333,6602.667,3556.665,1387.001,4582.665,1939.997,7945.665,148.094,0.0,2913.925,1135.442
2029,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,26680.999,72912.427,2.733,31911.667999999998,5715.668,10188.664,16007.334,35886.056,83911.853,3333.667,2382.0,6631.998,3556.665,1391.002,4606.333,1967.334,8042.667,147.227,0.0,2677.774,1149.389
2030,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,26814.329999999998,72786.704,2.714,32106.671000000002,5708.667,10225.999,16172.0,35825.731,84091.521,3344.0009999999997,2364.666,6672.331999999999,3553.666,1396.999,4674.666,1991.997,8108.331,145.35,0.0,2408.32,1165.386
2031,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,27137.997,73156.936,2.696,32169.002,5689.001,10258.331,16221.668,36262.208999999995,85110.6,3349.002,2340.001,6704.665,3553.666,1401.333,4655.0,2013.0,8152.334,144.662,0.0,2765.677,1182.873
2032,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,27356.994,73270.024,2.678,32250.337,5666.335,10285.663,16298.337,36085.758,85328.34,3355.001,2311.334,6734.331999999999,3551.334,1403.667,4653.335,2033.995,8207.332,143.79,0.0,2493.805,1197.824
2033,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,27516.331000000002,73212.377,2.661,32372.338,5667.335,10307.999,16397.01,36022.492,85551.885,3364.001,2303.332,6760.334,3547.669,1411.002,4655.334,2055.998,8274.668,143.585,0.0,2295.046,1211.53
2034,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,27769.665,73478.436,2.646,32570.335,5687.668000000001,10325.334,16557.338,36418.986,86404.381,3364.001,2323.6639999999998,6778.331,3547.0029999999997,1424.6680000000001,4664.0,2086.329,8382.33,144.155,0.0,2464.151,1240.337
2035,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,28044.667,73777.033,2.631,32286.665,5567.672,10289.998,16429.001,36099.062,86579.463,3343.005,2224.667,6793.665,3496.334,1432.001,4657.0,2092.329,8247.666000000001,142.759,0.0,2426.806,1242.829
2036,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,28239.999,73878.945,2.616,32359.336,5573.67,10303.001,16482.665,36297.608,87129.605,3345.337,2228.334,6829.668000000001,3473.334,1442.6670000000001,4662.333,2107.666,8269.997,142.32399999999998,0.0,2540.457,1255.497
2037,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,28426.667,74008.908,2.604,32463.666,5578.673,10324.003,16561.001,36310.325,87478.326,3345.337,2233.334,6864.668,3459.335,1451.0040000000001,4673.333,2124.998,8311.662,142.561,0.0,2431.268,1272.836
2038,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,28621.336,74122.253,2.59,32572.333,5581.005,10352.333,16639.001,36510.655,88029.063,3344.67,2236.334,6892.999,3459.335,1459.668,4687.334,2142.333,8349.662,142.526,0.0,2508.402,1287.396
2039,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,28869.33,74409.283,2.577,32699.668,5582.005,10377.0,16740.668,36924.067,88888.857,3344.67,2237.335,6917.665999999999,3459.335,1470.0,4706.669,2157.667,8406.333,141.989,0.0,2778.614,1303.799
2040,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,29164.002,74846.232,2.566,32805.998999999996,5582.6720000000005,10395.333,16828.0,36842.8,89338.006,3344.67,2238.002,6935.998,3459.335,1475.665,4739.003,2169.668,8443.664,141.799,0.0,2569.418,1325.582
2041,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,29460.667,75303.467,2.556,32878.669,5582.005,10412.996,16883.668,36967.322,89996.523,3344.003,2238.002,6953.6630000000005,3459.335,1479.999,4740.669,2184.002,8479.0,141.796,0.0,2604.268,1342.595
2042,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,29789.333,75829.338,2.546,32968.667,5582.005,10431.668,16955.001,37255.303,90876.102,3344.003,2238.002,6972.335,3459.335,1488.671,4754.333,2197.333,8514.668,141.924,0.0,2776.267,1368.433
2043,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,30111.333,76342.794,2.535,33048.997,5582.005,10445.002,17021.998,37077.147,91277.546,3344.003,2238.002,6985.669,3459.335,1497.001,4769.667,2209.0,8546.334,141.726,0.0,2495.475,1390.943
2044,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,30500.003,77088.745,2.527,33135.33,5581.005,10461.336000000001,17092.996,37322.66,92222.669,3343.003,2238.002,7002.000999999999,3459.335,1503.0,4789.0,2220.331,8580.664,141.601,0.0,2630.611,1415.113
2045,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,30980.999,78017.029,2.518,33222.331,5581.005,10480.336,17160.997,37726.234,93492.031,3343.003,2238.002,7020.999,3459.335,1510.6689999999999,4805.334,2234.997,8609.995,141.47299999999998,0.0,2915.194,1447.246
2046,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,31479.669,79105.806,2.513,33319.997,5581.005,10498.67,17240.333,37851.457,94514.864,3343.003,2238.002,7039.336,3459.335,1524.334,4826.335,2250.33,8639.334,140.972,0.0,2908.951,1481.546
2047,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,31904.335,79819.473,2.502,33423.665,5581.005,10527.337,17315.332,37613.17,95040.975,3343.003,2238.002,7068.003,3459.335,1536.335,4841.668,2262.664,8674.668,140.273,0.0,2542.35,1506.887
2048,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,32308.329999999998,80566.673,2.494,33540.667,5581.005,10575.001,17384.667,38481.171,96636.161,3343.003,2238.002,7115.666,3459.335,1554.001,4856.334,2278.6639999999998,8695.664,140.235,0.0,3262.933,1537.334
2049,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,32670.337,81122.806,2.483,33792.998,5669.6720000000005,10630.669,17492.667999999998,38481.784,97288.395,3418.336,2251.3360000000002,7171.334,3459.335,1579.335,4870.333,2301.663,8741.332,139.542,0.0,2986.439,1562.803
2050,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,33033.002,81622.97,2.471,34041.332,5733.338,10688.668,17619.336,38775.791000000005,98235.197,3481.669,2251.669,7229.335,3459.335,1603.666,4903.665,2322.998,8788.998,138.096,0.0,3004.209,1592.146
2051,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,33367.337,82067.493,2.46,34244.669,5809.338,10741.665,17693.665,38945.189,99006.4,3545.336,2264.002,7282.335,3459.335,1622.669,4910.996,2348.998,8811.001,138.49099999999999,0.0,2945.543,1616.4769999999999
2052,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,33540.665,82161.313,2.45,34441.662000000004,5857.671,10795.667,17788.335,39038.648,99411.843,3572.669,2285.002,7336.665,3459.002,1638.671,4929.997,2371.664,8847.998,137.363,0.0,2827.494,1632.128
2053,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,33851.0,82496.935,2.437,34624.0,5899.671,10841.998,17882.335,39445.548,100377.348,3593.67,2306.001,7382.9980000000005,3459.002,1649.6680000000001,4952.33,2386.997,8893.331,137.86,0.0,3027.46,1656.232
2054,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34112.334,82797.739,2.427,34764.998,5932.672,10876.664,17955.672,39608.395,101010.597,3606.0029999999997,2326.668,7417.6669999999995,3459.002,1657.999,4974.333,2401.996,8921.331,137.132,0.0,3028.594,1677.672
2055,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34377.671,83069.322,2.416,34898.332,5956.671,10910.667,18031.003,39914.960999999996,101794.774,3614.67,2342.0,7451.669,3459.002,1664.334,4993.998,2416.33,8956.329,137.594,0.0,3180.193,1698.842
2056,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34412.002,83759.328,2.434,35026.333,5970.671,10937.664999999999,18118.001,39980.797,101922.403,3622.669,2348.002,7478.667,3459.002,1670.0020000000002,5016.33,2436.998,8994.662,138.242,0.0,3093.875,1722.347
2057,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34397.336,84472.271,2.456,35125.001,5975.6720000000005,10960.664,18188.668,40102.81,102018.018,3626.003,2349.669,7502.667,3458.002,1677.6689999999999,5032.663,2451.33,9026.996,138.744,0.0,3086.892,1752.178
2058,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34383.335,85175.171,2.477,35289.333,6018.3369999999995,10996.333,18274.665,40577.732,102467.737,3669.0029999999997,2349.333,7538.334,3458.002,1685.6689999999999,5045.001,2480.665,9063.328,139.665,0.0,3369.436,1779.292
2059,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34369.336,85875.962,2.499,35440.336,6055.6669999999995,11028.331,18356.333,40766.379,102631.187,3708.335,2347.334,7570.336,3458.002,1695.0,5063.664,2508.0,9089.663,138.886,0.0,3382.785,1804.385
2060,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34359.669,86575.057,2.52,35596.669,6096.002,11059.002,18441.667,40861.75,102709.157,3751.335,2344.667,7605.668,3453.336,1706.0,5083.665,2538.667,9113.33,138.753,0.0,3296.742,1829.587
2061,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34341.67,87294.08,2.542,35818.002,6150.338,11098.669,18569.0,41774.773,103589.783,3807.67,2342.667,7645.336,3453.336,1723.665,5085.666,2607.0,9152.662,138.94,0.0,3965.048,1852.773
2062,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34328.003,87987.51,2.563,36082.669,6207.003,11143.336,18732.333,41431.66,103222.069,3865.336,2341.668,7690.002,3453.336,1746.667,5099.331,2672.334,9213.995,140.401,0.0,3325.834,1882.758
2063,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34309.668,88688.47899999999,2.585,36333.002,6263.336,11188.669,18880.998,41601.166,103358.57,3923.336,2340.0,7735.335,3453.336,1765.666,5112.331,2731.668,9271.33,138.987,0.0,3222.026,1907.155
2064,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34292.0,89377.086,2.606,36561.336,6308.667,11232.669,19019.998,42190.432,103916.032,3971.0029999999997,2337.665,7779.3330000000005,3453.336,1785.667,5122.335,2787.0,9324.996000000001,139.214,0.0,3559.769,1930.116
2065,medium_district,10,North Ogden,,,,,,,,,10,North Ogden,,,34276.335,90082.769,2.628,36800.666,6363.999,11275.333,19161.332,42445.434,104142.839,4028.669,2335.332,7822.332,3453.002,1803.332,5135.666,2842.334,9379.996,139.818,0.0,3547.7219999999998,1957.235
2023,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,25195.331,74425.068,2.954,24584.333,4609.333,8732.0,11243.0,28546.44,73898.033,3200.333,1409.0,6015.0,2717.0,2025.0,2606.0,1314.0,5298.0,467.498,21.0,2484.872,988.743
2024,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,25340.332,74302.38,2.932,24587.999,4532.001,8816.995,11239.002,28962.247,74574.843,3116.668,1415.334,6077.329,2739.665,1821.998,2733.0,1321.331,5362.665,466.464,15.5,2912.415,979.867
2025,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,25627.666,74443.424,2.905,24697.003,4529.0,8829.328,11338.664,28655.104,74784.902,3117.001,1412.002,6080.662,2748.664,1822.999,2754.002,1360.3319999999999,5401.331,460.464,15.4,2406.204,1076.048
2026,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,25885.67,74507.977,2.878,24744.336,4506.998,8834.995,11402.333,28553.0,75147.21,3094.668,1412.336,6082.6630000000005,2752.331,1803.998,2769.999,1394.328,5433.996,459.797,15.9,2241.176,1091.785
2027,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,26131.668,74507.285,2.851,24831.999,4506.332,8844.996000000001,11480.671,28888.775999999998,75925.78,3094.668,1411.669,6088.331,2756.666,1781.998,2795.999,1424.996,5477.664,455.892,16.2,2474.431,1110.261
2028,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,26320.333,74379.115,2.826,24912.668,4501.665,8848.997,11562.0,28734.996,76111.595,3093.002,1408.667,6092.33,2756.666,1778.666,2808.333,1444.329,5530.665,453.635,15.5,2227.106,1126.09
2029,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,26583.668,74494.607,2.802,25000.004,4494.332,8864.331,11641.332,28810.415,76661.019,3093.335,1400.998,6107.665,2756.666,1780.334,2823.333,1459.329,5578.333,449.034,14.6,2200.066,1146.725
2030,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,26789.997,74560.982,2.783,25147.002,4478.332,8886.33,11782.333,29148.104,77370.095,3095.3360000000002,1383.001,6132.332,2754.001,1782.336,2901.334,1480.664,5617.998,446.092,14.4,2373.221,1167.378
2031,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,27027.668,74646.33,2.762,25192.667,4461.332,8908.998,11822.335,29145.633,77795.437,3096.669,1364.667,6154.998,2754.001,1785.003,2883.001,1502.996,5651.332,441.994,14.4,2316.381,1180.1879999999999
2032,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,27154.0,74441.365,2.741,25260.669,4449.666,8924.332,11886.665,29299.856,78177.056,3097.669,1352.001,6172.665,2751.667,1789.335,2881.331,1519.665,5696.332,437.724,15.1,2393.231,1193.138
2033,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,27346.336,74449.902,2.722,25340.67,4445.665,8938.331,11956.668,29082.621,78306.029,3098.669,1347.001,6191.331,2746.9990000000003,1797.337,2881.664,1538.328,5739.3330000000005,439.13,15.9,2082.748,1204.18
2034,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,27673.667,74813.657,2.703,25545.672,4484.332,8954.997,12106.334,29772.148999999998,79584.75,3119.003,1365.334,6208.665,2746.333,1808.667,2896.332,1568.33,5833.0,437.15,16.6,2543.385,1229.338
2035,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,28018.333,75272.538,2.687,25365.001,4407.333,8932.665,12025.001,29532.278,79965.277,3100.668,1306.6680000000001,6229.331,2703.331,1815.999,2893.333,1572.998,5742.666,436.971,16.8,2477.007,1236.501
2036,medium_district,11,Hooper-Roy-W.Haven,,,,,,,,,11,Hooper-Roy-W.Haven,,,28288.0,75522.742,2.67,25444.67,4409.334,8947.331,12088.001,29638.319,80556.719,3102.667,1306.6680000000001,6261.997,2685.335,1829.0030000000002,2899.332,1589.333,5770.33,436.346,16.7,2487.115,1253.5049999999999
