year,geography_type,geography_id,geography_name,taz_id,CO_TAZID,CO_FIPS,CO_NAME,CITY_FIPS,CITY_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
2023,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3107.0,10405.965,3.349,2077.0,81.0,333.0,1663.0,2636.734,54.0,27.0,148.0,185.0,882.0,308.0,217.0,256.0,6.048,0.0,353.43399999999997,200.255
2024,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3148.0,10478.918,3.329,2076.0,81.0,336.0,1659.0,2401.663,54.0,27.0,148.0,188.0,874.0,309.0,219.0,257.0,6.048,0.0,125.214,194.4
2025,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3209.0,10557.029,3.29,2077.0,81.0,336.0,1660.0,2588.608,54.0,27.0,148.0,188.0,875.0,309.0,219.0,257.0,6.046,0.0,293.2,212.363
2026,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3243.0,10545.571,3.252,2077.0,81.0,336.0,1660.0,2582.685,54.0,27.0,148.0,188.0,875.0,309.0,219.0,257.0,5.038,0.0,286.555,214.091
2027,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3263.0,10494.149,3.216,2073.0,81.0,336.0,1656.0,2492.497,54.0,27.0,148.0,188.0,871.0,309.0,219.0,257.0,5.04,0.0,199.186,215.267
2028,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3273.0,10416.849,3.183,2073.0,81.0,336.0,1656.0,2488.496,54.0,27.0,148.0,188.0,871.0,309.0,219.0,257.0,5.034999999999999,0.0,198.154,212.30700000000002
2029,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3282.0,10332.429,3.148,2074.0,81.0,337.0,1656.0,2486.4030000000002,54.0,27.0,148.0,189.0,871.0,309.0,219.0,257.0,5.042,0.0,195.103,212.26
2030,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3285.0,10239.795,3.117,2076.0,81.0,337.0,1658.0,2484.456,54.0,27.0,148.0,189.0,871.0,309.0,220.0,258.0,5.055,0.0,192.218,211.183
2031,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3289.0,10156.506,3.088,2076.0,81.0,337.0,1658.0,2495.882,54.0,27.0,148.0,189.0,871.0,309.0,220.0,258.0,5.05,0.0,204.663,210.166
2032,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3295.0,10081.801,3.06,2076.0,81.0,337.0,1658.0,2514.5389999999998,54.0,27.0,148.0,189.0,871.0,309.0,220.0,258.0,5.052,0.0,223.52,209.96599999999998
2033,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3300.0,10021.621,3.037,2076.0,81.0,337.0,1658.0,2522.061,54.0,27.0,148.0,189.0,871.0,309.0,220.0,258.0,5.03,0.0,230.87300000000002,210.159
2034,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3310.0,9987.867,3.017,2077.0,81.0,337.0,1659.0,2556.121,54.0,27.0,148.0,189.0,871.0,309.0,221.0,258.0,5.055,0.0,260.89799999999997,213.167
2035,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3317.0,9943.509,2.998,2068.0,79.0,334.0,1655.0,2499.059,54.0,25.0,148.0,186.0,871.0,307.0,221.0,256.0,5.05,0.0,215.82,210.192
2036,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3326.0,9911.394,2.98,2069.0,80.0,334.0,1655.0,2525.976,55.0,25.0,148.0,186.0,871.0,307.0,221.0,256.0,5.042999999999999,0.0,239.745,212.187
2037,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3338.0,9913.598,2.97,2068.0,79.0,332.0,1657.0,2498.352,54.0,25.0,148.0,184.0,872.0,309.0,222.0,254.0,3.022,0.0,212.203,215.129
2038,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3343.0,9877.843,2.955,2069.0,79.0,332.0,1658.0,2506.165,54.0,25.0,148.0,184.0,872.0,309.0,223.0,254.0,3.033,0.0,219.035,215.096
2039,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3353.0,9856.349,2.94,2069.0,79.0,332.0,1658.0,2508.839,54.0,25.0,148.0,184.0,872.0,309.0,223.0,254.0,3.03,0.0,220.755,216.058
2040,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3357.0,9822.991,2.926,2070.0,79.0,332.0,1659.0,2492.694,54.0,25.0,148.0,184.0,872.0,309.0,223.0,255.0,4.035,0.0,202.697,215.963
2041,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3372.0,9821.664,2.913,2071.0,79.0,332.0,1660.0,2508.861,54.0,25.0,148.0,184.0,872.0,309.0,223.0,256.0,3.0269999999999997,0.0,218.702,216.134
2042,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3383.0,9807.256,2.899,2072.0,80.0,332.0,1660.0,2464.838,54.0,26.0,148.0,184.0,872.0,309.0,223.0,256.0,3.029,0.0,172.599,217.214
2043,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3387.0,9782.3,2.888,2072.0,80.0,332.0,1660.0,2480.712,54.0,26.0,148.0,184.0,872.0,309.0,223.0,256.0,3.024,0.0,188.585,217.10399999999998
2044,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3397.0,9770.958999999999,2.876,2073.0,80.0,332.0,1661.0,2484.225,54.0,26.0,148.0,184.0,872.0,309.0,223.0,257.0,3.024,0.0,188.944,219.257
2045,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3411.0,9774.711,2.866,2073.0,80.0,332.0,1661.0,2491.244,54.0,26.0,148.0,184.0,872.0,309.0,223.0,257.0,3.0199999999999996,0.0,195.142,220.084
2046,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3427.0,9787.037,2.856,2074.0,80.0,332.0,1662.0,2500.531,54.0,26.0,148.0,184.0,872.0,309.0,223.0,258.0,3.023,0.0,200.518,222.98999999999998
2047,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3436.0,9778.601999999999,2.846,2074.0,80.0,332.0,1662.0,2482.072,54.0,26.0,148.0,184.0,872.0,309.0,223.0,258.0,3.0199999999999996,0.0,181.127,223.92499999999998
2048,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3451.0,9795.195,2.838,2074.0,80.0,332.0,1662.0,2485.245,54.0,26.0,148.0,184.0,872.0,309.0,223.0,258.0,3.0149999999999997,0.0,183.238,224.99099999999999
2049,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3463.0,9799.04,2.83,2074.0,80.0,332.0,1662.0,2485.469,54.0,26.0,148.0,184.0,872.0,309.0,223.0,258.0,3.013,0.0,182.496,225.96099999999998
2050,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3488.0,9842.023,2.822,2074.0,80.0,332.0,1662.0,2524.383,54.0,26.0,148.0,184.0,872.0,309.0,223.0,258.0,3.025,0.0,221.375,225.984
2051,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3525.0,9912.409,2.812,2075.0,81.0,332.0,1662.0,2554.426,55.0,26.0,148.0,184.0,872.0,309.0,223.0,258.0,3.03,0.0,248.388,228.00900000000001
2052,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3621.0,10124.767,2.796,2075.0,81.0,332.0,1662.0,2700.909,55.0,26.0,148.0,184.0,872.0,309.0,223.0,258.0,2.027,0.0,389.853,234.03
2053,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3660.0,10172.679,2.779,2075.0,81.0,332.0,1662.0,2568.92,55.0,26.0,148.0,184.0,872.0,309.0,223.0,258.0,2.025,0.0,254.75,237.14499999999998
2054,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10152.698,2.767,2096.0,85.0,334.0,1677.0,2676.0040000000004,59.0,26.0,150.0,184.0,872.0,314.0,226.0,265.0,2.024,0.0,339.898,238.083
2055,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10111.476999999999,2.756,2109.0,87.0,335.0,1687.0,2633.1459999999997,61.0,26.0,151.0,184.0,872.0,320.0,228.0,267.0,2.025,0.0,283.076,239.04500000000002
2056,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10068.571,2.744,2119.0,89.0,337.0,1693.0,2637.848,63.0,26.0,153.0,184.0,872.0,321.0,229.0,271.0,2.025,0.0,274.836,241.983
2057,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10097.880000000001,2.752,2138.0,93.0,338.0,1707.0,2670.6820000000002,67.0,26.0,154.0,184.0,872.0,325.0,232.0,278.0,2.026,0.0,287.721,242.935
2058,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10225.349,2.787,2151.0,95.0,338.0,1718.0,2690.327,69.0,26.0,154.0,184.0,872.0,328.0,235.0,283.0,2.027,0.0,291.355,245.944
2059,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10335.016,2.817,2162.0,97.0,338.0,1727.0,2695.145,70.0,27.0,154.0,184.0,872.0,329.0,235.0,291.0,2.027,0.0,282.068,249.049
2060,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10458.899000000001,2.851,2172.0,100.0,338.0,1734.0,2719.908,73.0,27.0,154.0,184.0,872.0,331.0,235.0,296.0,2.028,0.0,290.943,254.936
2061,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10599.598,2.889,2179.0,101.0,338.0,1740.0,2737.789,74.0,27.0,154.0,184.0,872.0,332.0,236.0,300.0,2.026,0.0,297.775,258.985
2062,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10723.189,2.923,2187.0,104.0,341.0,1742.0,2745.298,77.0,27.0,157.0,184.0,872.0,334.0,236.0,300.0,2.024,0.0,295.186,261.085
2063,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10848.378999999999,2.957,2194.0,106.0,342.0,1746.0,2770.592,78.0,28.0,158.0,184.0,872.0,335.0,237.0,302.0,2.024,0.0,305.532,269.036
2064,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,10981.098,2.993,2194.0,106.0,342.0,1746.0,2780.48,78.0,28.0,158.0,184.0,872.0,335.0,237.0,302.0,2.025,0.0,311.38599999999997,273.071
2065,city,Alpine,Alpine,,,,,,Alpine,,,,,,,3669.0,11102.382,3.026,2197.0,106.0,342.0,1749.0,2781.426,78.0,28.0,158.0,184.0,872.0,335.0,239.0,303.0,2.027,0.0,307.472,274.92900000000003
2023,city,Alta,Alta,,,,,,Alta,,,,,,,175.3,253.2,1.444,188.1,103.3,0.0,84.8,188.1,0.0,103.3,0.0,0.0,0.0,37.2,0.0,47.6,0.0,0.0,0.0,0.0
2024,city,Alta,Alta,,,,,,Alta,,,,,,,176.4,254.3,1.442,190.7,105.4,0.0,85.3,190.7,0.0,105.4,0.0,0.0,0.0,37.3,0.0,48.0,0.0,0.0,0.0,0.0
2025,city,Alta,Alta,,,,,,Alta,,,,,,,177.5,255.4,1.439,191.3,105.7,0.0,85.6,191.3,0.0,105.7,0.0,0.0,0.0,37.3,0.0,48.3,0.0,0.0,0.0,0.0
2026,city,Alta,Alta,,,,,,Alta,,,,,,,178.6,256.5,1.436,191.7,105.9,0.0,85.8,191.7,0.0,105.9,0.0,0.0,0.0,37.4,0.0,48.4,0.0,0.0,0.0,0.0
2027,city,Alta,Alta,,,,,,Alta,,,,,,,179.7,257.6,1.434,192.4,106.2,0.0,86.2,192.4,0.0,106.2,0.0,0.0,0.0,37.7,0.0,48.5,0.0,0.0,0.0,0.0
2028,city,Alta,Alta,,,,,,Alta,,,,,,,180.8,258.7,1.431,193.2,106.6,0.0,86.6,193.2,0.0,106.6,0.0,0.0,0.0,37.9,0.0,48.7,0.0,0.0,0.0,0.0
2029,city,Alta,Alta,,,,,,Alta,,,,,,,181.9,259.8,1.428,194.3,107.2,0.0,87.1,194.3,0.0,107.2,0.0,0.0,0.0,38.1,0.0,49.0,0.0,0.0,0.0,0.0
2030,city,Alta,Alta,,,,,,Alta,,,,,,,183.1,260.9,1.425,195.8,108.5,0.0,87.3,195.8,0.0,108.5,0.0,0.0,0.0,38.3,0.0,49.0,0.0,0.0,0.0,0.0
2031,city,Alta,Alta,,,,,,Alta,,,,,,,184.3,262.0,1.422,195.5,107.9,0.0,87.6,195.5,0.0,107.9,0.0,0.0,0.0,38.5,0.0,49.1,0.0,0.0,0.0,0.0
2032,city,Alta,Alta,,,,,,Alta,,,,,,,185.5,263.1,1.418,195.6,107.8,0.0,87.8,195.6,0.0,107.8,0.0,0.0,0.0,38.6,0.0,49.2,0.0,0.0,0.0,0.0
2033,city,Alta,Alta,,,,,,Alta,,,,,,,186.7,264.2,1.415,195.7,107.7,0.0,88.0,195.7,0.0,107.7,0.0,0.0,0.0,38.7,0.0,49.3,0.0,0.0,0.0,0.0
2034,city,Alta,Alta,,,,,,Alta,,,,,,,187.9,265.2,1.411,196.2,107.9,0.0,88.3,196.2,0.0,107.9,0.0,0.0,0.0,38.9,0.0,49.4,0.0,0.0,0.0,0.0
2035,city,Alta,Alta,,,,,,Alta,,,,,,,189.1,266.2,1.408,196.6,108.1,0.0,88.5,196.6,0.0,108.1,0.0,0.0,0.0,39.0,0.0,49.5,0.0,0.0,0.0,0.0
2036,city,Alta,Alta,,,,,,Alta,,,,,,,190.3,267.2,1.404,197.0,108.2,0.0,88.8,197.0,0.0,108.2,0.0,0.0,0.0,39.1,0.0,49.7,0.0,0.0,0.0,0.0
2037,city,Alta,Alta,,,,,,Alta,,,,,,,191.4,268.2,1.401,197.7,108.5,0.0,89.2,197.7,0.0,108.5,0.0,0.0,0.0,39.3,0.0,49.9,0.0,0.0,0.0,0.0
2038,city,Alta,Alta,,,,,,Alta,,,,,,,192.5,269.2,1.398,197.9,108.4,0.0,89.5,197.9,0.0,108.4,0.0,0.0,0.0,39.4,0.0,50.1,0.0,0.0,0.0,0.0
2039,city,Alta,Alta,,,,,,Alta,,,,,,,193.6,270.2,1.396,198.1,108.4,0.0,89.7,198.1,0.0,108.4,0.0,0.0,0.0,39.5,0.0,50.2,0.0,0.0,0.0,0.0
2040,city,Alta,Alta,,,,,,Alta,,,,,,,194.7,271.2,1.393,198.4,108.4,0.0,90.0,198.4,0.0,108.4,0.0,0.0,0.0,39.6,0.0,50.4,0.0,0.0,0.0,0.0
2041,city,Alta,Alta,,,,,,Alta,,,,,,,195.9,272.2,1.389,199.1,108.8,0.0,90.3,199.1,0.0,108.8,0.0,0.0,0.0,39.7,0.0,50.6,0.0,0.0,0.0,0.0
2042,city,Alta,Alta,,,,,,Alta,,,,,,,197.1,273.1,1.386,199.8,109.2,0.0,90.6,199.8,0.0,109.2,0.0,0.0,0.0,39.8,0.0,50.8,0.0,0.0,0.0,0.0
2043,city,Alta,Alta,,,,,,Alta,,,,,,,198.2,274.0,1.382,200.6,109.7,0.0,90.9,200.6,0.0,109.7,0.0,0.0,0.0,39.9,0.0,51.0,0.0,0.0,0.0,0.0
2044,city,Alta,Alta,,,,,,Alta,,,,,,,199.3,274.9,1.379,201.4,110.2,0.0,91.2,201.4,0.0,110.2,0.0,0.0,0.0,40.0,0.0,51.2,0.0,0.0,0.0,0.0
2045,city,Alta,Alta,,,,,,Alta,,,,,,,200.3,275.8,1.377,202.2,110.8,0.0,91.4,202.2,0.0,110.8,0.0,0.0,0.0,40.1,0.0,51.3,0.0,0.0,0.0,0.0
2046,city,Alta,Alta,,,,,,Alta,,,,,,,201.3,276.7,1.375,202.9,111.3,0.0,91.6,202.9,0.0,111.3,0.0,0.0,0.0,40.2,0.0,51.4,0.0,0.0,0.0,0.0
2047,city,Alta,Alta,,,,,,Alta,,,,,,,202.3,277.5,1.372,203.8,112.0,0.0,91.8,203.8,0.0,112.0,0.0,0.0,0.0,40.3,0.0,51.5,0.0,0.0,0.0,0.0
2048,city,Alta,Alta,,,,,,Alta,,,,,,,203.2,278.3,1.37,204.7,112.7,0.0,92.0,204.7,0.0,112.7,0.0,0.0,0.0,40.4,0.0,51.6,0.0,0.0,0.0,0.0
2049,city,Alta,Alta,,,,,,Alta,,,,,,,204.1,279.1,1.367,205.5,113.3,0.0,92.2,205.5,0.0,113.3,0.0,0.0,0.0,40.5,0.0,51.7,0.0,0.0,0.0,0.0
2050,city,Alta,Alta,,,,,,Alta,,,,,,,205.0,279.9,1.365,206.2,113.7,0.0,92.5,206.2,0.0,113.7,0.0,0.0,0.0,40.7,0.0,51.8,0.0,0.0,0.0,0.0
2051,city,Alta,Alta,,,,,,Alta,,,,,,,205.9,280.7,1.363,206.7,114.0,0.0,92.7,206.7,0.0,114.0,0.0,0.0,0.0,40.8,0.0,51.9,0.0,0.0,0.0,0.0
2052,city,Alta,Alta,,,,,,Alta,,,,,,,206.8,281.4,1.361,207.1,114.2,0.0,92.9,207.1,0.0,114.2,0.0,0.0,0.0,40.9,0.0,52.0,0.0,0.0,0.0,0.0
2053,city,Alta,Alta,,,,,,Alta,,,,,,,207.7,282.1,1.358,207.5,114.4,0.0,93.1,207.5,0.0,114.4,0.0,0.0,0.0,41.0,0.0,52.1,0.0,0.0,0.0,0.0
2054,city,Alta,Alta,,,,,,Alta,,,,,,,208.6,282.8,1.356,207.9,114.6,0.0,93.3,207.9,0.0,114.6,0.0,0.0,0.0,41.1,0.0,52.2,0.0,0.0,0.0,0.0
2055,city,Alta,Alta,,,,,,Alta,,,,,,,209.5,283.5,1.353,208.3,114.8,0.0,93.5,208.3,0.0,114.8,0.0,0.0,0.0,41.2,0.0,52.3,0.0,0.0,0.0,0.0
2056,city,Alta,Alta,,,,,,Alta,,,,,,,210.4,284.2,1.351,208.7,115.0,0.0,93.7,208.7,0.0,115.0,0.0,0.0,0.0,41.3,0.0,52.4,0.0,0.0,0.0,0.0
2057,city,Alta,Alta,,,,,,Alta,,,,,,,211.3,284.9,1.348,209.1,115.2,0.0,93.9,209.1,0.0,115.2,0.0,0.0,0.0,41.4,0.0,52.5,0.0,0.0,0.0,0.0
2058,city,Alta,Alta,,,,,,Alta,,,,,,,212.2,285.5,1.345,209.5,115.4,0.0,94.1,209.5,0.0,115.4,0.0,0.0,0.0,41.5,0.0,52.6,0.0,0.0,0.0,0.0
2059,city,Alta,Alta,,,,,,Alta,,,,,,,213.1,286.1,1.343,209.8,115.6,0.0,94.2,209.8,0.0,115.6,0.0,0.0,0.0,41.6,0.0,52.6,0.0,0.0,0.0,0.0
2060,city,Alta,Alta,,,,,,Alta,,,,,,,214.1,286.7,1.339,210.2,115.8,0.0,94.4,210.2,0.0,115.8,0.0,0.0,0.0,41.8,0.0,52.6,0.0,0.0,0.0,0.0
2061,city,Alta,Alta,,,,,,Alta,,,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,city,Alta,Alta,,,,,,Alta,,,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,city,Alta,Alta,,,,,,Alta,,,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,city,Alta,Alta,,,,,,Alta,,,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,city,Alta,Alta,,,,,,Alta,,,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,city,American Fork,American Fork,,,,,,American Fork,,,,,,,14381.0,43438.942,3.021,33944.0,7267.0,5388.0,21289.0,37661.988,4779.0,2488.0,1679.0,3709.0,8328.0,3015.0,2765.0,7181.0,46.368,25.565,2719.875,926.177
2024,city,American Fork,American Fork,,,,,,American Fork,,,,,,,15380.0,46525.054000000004,3.025,33903.0,7232.0,5445.0,21226.0,37942.258,4733.0,2499.0,1687.0,3758.0,8190.0,3045.0,2793.0,7198.0,41.328,27.971,3017.005,952.96
2025,city,American Fork,American Fork,,,,,,American Fork,,,,,,,16167.0,48720.514,3.014,34107.0,7260.0,5494.0,21353.0,38047.598,4753.0,2507.0,1700.0,3794.0,8236.0,3069.0,2814.0,7234.0,41.317,27.884,2799.565,1071.834
2026,city,American Fork,American Fork,,,,,,American Fork,,,,,,,16713.0,49966.417,2.99,34211.0,7269.0,5502.0,21440.0,38209.624,4755.0,2514.0,1706.0,3796.0,8236.0,3091.0,2846.0,7267.0,42.324,28.87,2826.96,1100.469
2027,city,American Fork,American Fork,,,,,,American Fork,,,,,,,17203.0,51008.974,2.965,34295.0,7287.0,5507.0,21501.0,38288.682,4767.0,2520.0,1710.0,3797.0,8223.0,3110.0,2876.0,7292.0,41.335,29.536,2797.402,1125.402
2028,city,American Fork,American Fork,,,,,,American Fork,,,,,,,17880.0,52670.835,2.946,34409.0,7302.0,5538.0,21569.0,39213.532999999996,4777.0,2525.0,1714.0,3824.0,8240.0,3128.0,2878.0,7323.0,39.278999999999996,28.348,3577.229,1159.673
2029,city,American Fork,American Fork,,,,,,American Fork,,,,,,,18602.0,54425.945,2.926,34570.0,7313.0,5573.0,21684.0,39142.1,4787.0,2526.0,1724.0,3849.0,8290.0,3136.0,2899.0,7359.0,36.297,26.783,3309.538,1199.474
2030,city,American Fork,American Fork,,,,,,American Fork,,,,,,,19211.0,55712.211,2.9,34630.0,7316.0,5585.0,21729.0,38588.043,4789.0,2527.0,1726.0,3859.0,8286.0,3141.0,2909.0,7393.0,34.37,26.348,2663.251,1234.074
2031,city,American Fork,American Fork,,,,,,American Fork,,,,,,,19713.0,56672.072,2.875,34776.0,7332.0,5645.0,21799.0,38966.733,4810.0,2522.0,1733.0,3912.0,8284.0,3146.0,2920.0,7449.0,33.33,26.551,2872.854,1258.001
2032,city,American Fork,American Fork,,,,,,American Fork,,,,,,,20190.0,57654.854999999996,2.856,34864.0,7353.0,5652.0,21859.0,39157.123,4830.0,2523.0,1736.0,3916.0,8284.0,3147.0,2935.0,7493.0,31.317,27.884,2948.119,1285.802
2033,city,American Fork,American Fork,,,,,,American Fork,,,,,,,20542.0,58293.557,2.838,34975.0,7381.0,5658.0,21936.0,39192.69,4853.0,2528.0,1742.0,3916.0,8284.0,3149.0,2949.0,7554.0,31.19,29.246,2847.27,1309.986
2034,city,American Fork,American Fork,,,,,,American Fork,,,,,,,20835.0,58775.833,2.821,35140.0,7420.0,5664.0,22056.0,39426.018,4870.0,2550.0,1748.0,3916.0,8284.0,3152.0,2976.0,7644.0,29.318999999999996,30.435,2880.221,1346.046
2035,city,American Fork,American Fork,,,,,,American Fork,,,,,,,21049.0,59097.424,2.808,35086.0,7362.0,5616.0,22108.0,39574.157,4878.0,2484.0,1756.0,3860.0,8338.0,3141.0,3043.0,7586.0,28.277,30.87,3085.788,1343.222
2036,city,American Fork,American Fork,,,,,,American Fork,,,,,,,21293.0,59574.99,2.798,35309.0,7418.0,5615.0,22276.0,39685.953,4913.0,2505.0,1768.0,3847.0,8333.0,3145.0,3122.0,7676.0,26.227999999999998,30.667,2955.846,1364.214
2037,city,American Fork,American Fork,,,,,,American Fork,,,,,,,21440.0,59752.76,2.787,35503.0,7447.0,5605.0,22451.0,39409.54,4934.0,2513.0,1757.0,3848.0,8359.0,3166.0,3184.0,7742.0,26.186999999999998,30.406,2477.127,1372.815
2038,city,American Fork,American Fork,,,,,,American Fork,,,,,,,21634.0,60054.554,2.776,35680.0,7479.0,5614.0,22587.0,39730.531,4959.0,2520.0,1766.0,3848.0,8359.0,3173.0,3225.0,7830.0,24.264,30.348,2610.305,1385.619
2039,city,American Fork,American Fork,,,,,,American Fork,,,,,,,21839.0,60459.723,2.768,35825.0,7511.0,5623.0,22691.0,39865.734,4986.0,2525.0,1775.0,3848.0,8356.0,3190.0,3244.0,7901.0,24.237,30.348,2583.787,1402.363
2040,city,American Fork,American Fork,,,,,,American Fork,,,,,,,22033.0,60755.715,2.757,35982.0,7537.0,5631.0,22814.0,39921.092,5007.0,2530.0,1783.0,3848.0,8356.0,3210.0,3290.0,7958.0,24.211,30.348,2470.776,1413.76
2041,city,American Fork,American Fork,,,,,,American Fork,,,,,,,22211.0,61074.564,2.75,36124.0,7566.0,5642.0,22916.0,39957.25,5036.0,2530.0,1794.0,3848.0,8356.0,3226.0,3324.0,8010.0,24.215999999999998,30.493,2349.6530000000002,1428.89
2042,city,American Fork,American Fork,,,,,,American Fork,,,,,,,22396.0,61362.092000000004,2.74,36240.0,7582.0,5649.0,23009.0,40053.177,5049.0,2533.0,1801.0,3848.0,8356.0,3244.0,3348.0,8061.0,23.224,30.783,2318.766,1440.404
2043,city,American Fork,American Fork,,,,,,American Fork,,,,,,,22588.0,61679.084,2.731,36406.0,7623.0,5660.0,23123.0,40355.836,5084.0,2539.0,1816.0,3844.0,8354.0,3271.0,3391.0,8107.0,22.177,31.043,2438.913,1457.695
2044,city,American Fork,American Fork,,,,,,American Fork,,,,,,,22789.0,62057.214,2.723,36526.0,7640.0,5664.0,23222.0,40292.942,5096.0,2544.0,1820.0,3844.0,8346.0,3300.0,3423.0,8153.0,22.176000000000002,31.014,2241.034,1472.719
2045,city,American Fork,American Fork,,,,,,American Fork,,,,,,,22931.0,62226.797,2.714,36678.0,7669.0,5669.0,23340.0,40197.142,5116.0,2553.0,1825.0,3844.0,8346.0,3319.0,3479.0,8196.0,22.148,30.928,1985.511,1480.563
2046,city,American Fork,American Fork,,,,,,American Fork,,,,,,,23049.0,62348.7,2.705,36807.0,7694.0,5676.0,23437.0,40526.013,5136.0,2558.0,1832.0,3844.0,8346.0,3345.0,3512.0,8234.0,21.163,30.928,2175.984,1490.947
2047,city,American Fork,American Fork,,,,,,American Fork,,,,,,,23194.0,62542.886,2.697,36918.0,7713.0,5679.0,23526.0,40442.184,5150.0,2563.0,1835.0,3844.0,8346.0,3372.0,3552.0,8256.0,19.128,31.101,1976.449,1497.51
2048,city,American Fork,American Fork,,,,,,American Fork,,,,,,,23307.0,62678.55,2.689,37007.0,7731.0,5684.0,23592.0,40546.279,5165.0,2566.0,1840.0,3844.0,8346.0,3394.0,3578.0,8274.0,18.089999999999996,31.42,1981.825,1507.95
2049,city,American Fork,American Fork,,,,,,American Fork,,,,,,,23396.0,62751.985,2.682,37104.0,7748.0,5687.0,23669.0,40736.657,5181.0,2567.0,1843.0,3844.0,8346.0,3412.0,3603.0,8308.0,19.08,31.71,2065.132,1516.737
2050,city,American Fork,American Fork,,,,,,American Fork,,,,,,,23477.0,62748.119,2.673,37355.0,7809.0,5692.0,23854.0,41518.495,5234.0,2575.0,1849.0,3843.0,8346.0,3472.0,3674.0,8362.0,20.166,32.029,2588.401,1522.897
2051,city,American Fork,American Fork,,,,,,American Fork,,,,,,,23543.0,62697.547,2.663,37662.0,7871.0,5698.0,24093.0,41536.248,5286.0,2585.0,1864.0,3834.0,8346.0,3545.0,3742.0,8460.0,21.211000000000002,32.29,2291.691,1529.05
2052,city,American Fork,American Fork,,,,,,American Fork,,,,,,,23603.0,62606.068,2.652,37939.0,7907.0,5706.0,24326.0,41672.491,5325.0,2582.0,1872.0,3834.0,8346.0,3616.0,3825.0,8539.0,24.32,32.551,2142.419,1534.198
2053,city,American Fork,American Fork,,,,,,American Fork,,,,,,,23759.0,62770.890999999996,2.642,38204.0,7961.0,5716.0,24527.0,42597.532,5369.0,2592.0,1882.0,3834.0,8346.0,3676.0,3895.0,8610.0,24.304,32.899,2790.389,1545.937
